"MR5";"MR1";"MR3";"MR4";"MR6";"MR8";"MR2";"MR9";"MR7";"MR10"
"#-accustomed";0.00516369029719517;0.111326680517714;0.0449903528527944;0.594604795060217;0.15014555147815;-0.21410650578761;0.0804343674647195;-0.0133161204196947;0.0734242427126836;0.44716336110832
"#-delicate";0.0447566800717267;-0.0421636916918628;0.131716713028881;-0.00741348245793506;-0.00443381373259825;0.027261680585291;0.678903430911811;-0.0869912011518928;0.0661691077732262;-0.109838483327776
"#-honest";0.0447566800717242;-0.0421636916918626;0.13171671302888;-0.00741348245793396;-0.00443381373259901;0.0272616805852875;0.678903430911823;-0.0869912011518933;0.066169107773224;-0.109838483327778
"#-married";0.34984473554901;0.0462694435218306;0.212046514271891;0.621427356966899;-0.106087851137465;-0.237485922138719;0.226277345241706;-0.0589532030348212;0.18625821809009;0.0619877128023785
"#-smart";-0.0102745699480674;-0.113258651261864;0.0931741608552241;0.0988276964318837;0.0184327685735919;0.0420914459125573;0.265118688641141;-0.179037298140828;0.370553886831803;0.00134348978180978
"#-welcome";-0.0668114211076104;0.241289894718176;0.615525818863256;0.104156629824083;0.151590427818309;0.176998710002912;0.0783375339152241;-0.0181085870334965;0.0808420272404996;-0.390300923405925
"#-worth";0.521308529349742;-0.000882414514470696;-0.0472300823239622;-0.0607530754359112;0.063977373458279;0.103775573556675;0.445147338006408;0.0456811681813861;-0.0935017616351925;0.0481657780949331
"accomplished";0.373095923642221;0.450038060699951;-0.0851765561152501;0.226141908935239;0.122241297810018;0.181322434007487;-0.0032911435092651;0.125430214990453;-0.0454559835562407;-0.400059855928237
"accustomed";0.433053164494472;0.36304180546001;0.297034585168188;0.185460205461746;0.167384687515528;0.129050976803473;0.0386816549947058;0.109735978534613;0.176398407050061;0.0617805408061076
"afraid";0.354238372346764;0.26596707036415;0.257268255050846;0.303979514393863;0.475739768641349;0.208567346089954;0.121539756968434;0.119297302171679;0.172120619255493;-0.108205355661638
"appetite";-0.0600762968118617;0.0175658133492001;0.29720867846155;0.185841400997172;-0.0232328026100858;-0.0125998663501298;0.00342836988339253;0.674455310108319;-0.0149699796031745;0.0700696706287287
"appropriate";0.484157579391363;0.274798404135762;0.161203135840335;0.420656716454161;0.0860842524462546;0.367631425777916;-0.0261205716340098;0.0113599484841015;0.0671803991627746;-0.137636121951071
"beautiful";0.419878921184002;0.328530895835907;0.348696958914048;0.286728352165356;0.266086533937637;0.337569030686527;0.0933764907684707;0.183956828543537;-0.00149223653536467;0.0946722747761404
"blessed";0.196984349436523;0.115911043086227;0.0642805947445164;0.143086844180657;0.1006183378108;0.195116126530597;-0.0696684296972802;0.124034696982208;0.164039412534693;0.378585513933226
"brave";0.50861494262505;-0.00969427205378184;-0.105405693254386;-0.0548394444096114;0.290120081917582;0.000117777568806914;0.442972077321074;-0.0598248400063638;0.00746783520741162;0.153035161390119
"bustle";0.042925988116276;0.244376420716086;-0.09771466614091;-0.0177757223577244;0.253408237192272;-0.0954711376790943;0.322646278474518;0.0677954530354888;0.0232092007173825;0.162436839395467
"calm";0.252020647920873;0.385538499247417;0.225179409400315;0.298993339015167;-0.178140351429137;0.449803257951918;0.0795991172309724;0.0558862529749978;-0.0496370855258939;0.281428817289737
"capable";0.183130599977596;0.518162674540863;0.101855615399579;0.302264077581659;0.0473778630326732;0.17129753339079;-0.0951567839804923;0.0714675483457223;0.0186183864736777;0.0913023794838923
"capital";0.519253240116914;0.0105362728622692;-0.0258166821878567;0.0714105582383425;0.0020977719963783;-0.117508554250344;-0.0713650671189066;0.280721461472002;0.159626075470909;-0.184306300153585
"careful";0.4732443269448;0.0597636117747515;0.132254791367117;0.261324812233525;0.386523958620484;0.0986137110837607;0.328896757255498;-0.00270099007177023;0.15572508190724;0.0114847673495966
"cautious";0.0132065399122836;-0.0630325146746521;0.132294265703841;0.282012240236424;0.200009728727251;0.234478182198259;0.479001697885263;-0.115491292671986;0.298469105043481;0.0292232226475933
"charitable";0.178781961465009;0.0946636052672244;0.132372588002965;0.570564212231782;0.116129273273384;0.119988325671078;0.0882591273357771;0.03719166060978;-0.0319234549065694;-0.0855776795488699
"cheerful";0.279336575571994;0.283968022275335;0.445838936863377;0.355445964621521;0.13740892477773;0.391289989498735;0.111716871138461;0.244569898077426;0.0662816232595537;0.0368001220109167
"clean";0.286138252656718;0.508841089909089;0.486784643721752;0.110977615324222;0.117324423960585;0.0650584369151076;0.0975246166931144;0.0682323079474333;-0.00226320002546487;-0.141316988373123
"clever";0.560601912930518;0.240807934733447;0.0655460271159259;0.0515834458205242;0.0402697837245902;0.276803860654037;0.0768267638379571;0.012143681780299;0.182091531241179;-0.00263931914656025
"comfortable";0.479013089607625;0.229171304524736;0.283712563374462;0.261017581983313;0.267107144859548;0.341120532899635;0.31525972911717;0.0720008517137061;0.138955870409154;0.16772936611276
"compassionate";0.0629958559810144;0.0270545868979789;0.0737182501890047;0.139800893034169;0.050397068208852;0.586128510471619;0.16323755475852;0.0104282162508429;-0.108031828015215;-0.130381640686599
"competent";0.117230083031265;0.479329494515443;0.0752237884883811;0.0133206311796607;0.318121291586845;0.0547711896561881;-0.0528100756083855;0.223406406646151;0.195650151449625;-0.212223248942433
"complex";0.0246715613724072;-0.077041470537396;0.584394423361687;-0.0552173488365106;-0.00968717629979187;-0.0804383976704068;0.0681483505904852;0.00207700964944451;0.0623543779504876;0.0844914814384735
"confident";0.457207729412502;0.209296366826947;0.203841030350091;0.260037789702488;-0.0588371781371474;0.285696324693386;0.0851486421901352;-0.0492443924985633;0.218775260369254;0.195542577429878
"conventional";0.208545792146333;0.302343751109238;0.350967562015771;0.319164984964974;0.0700284640821205;0.273221101968345;0.0529155435968102;-0.0676503110386325;0.126639596701538;-0.0335392148077698
"cruel";0.364571466570598;0.309039867502671;0.154220410321807;0.265701892095853;0.222157828133992;0.194219413102639;0.118790285274251;0.132976075970126;0.446483734568711;0.0317775487156691
"curious";0.472816953970501;0.172334458869755;0.0816250355041406;0.220875424918831;0.414619805910092;0.281225728710039;0.0988190738476121;0.156998743114703;-0.140553995825496;-0.0275675420951714
"dangerous";0.159209265175493;0.186871252551571;0.278930730011516;0.18540334334505;0.201988498817921;0.337653568814936;0.0993522492325047;0.140432869277425;0.198870130611479;0.259324713267299
"delicate";0.110881380317258;0.487777247646529;0.264977851817793;0.216003648398147;0.402652034866861;0.292075849798575;0.20340806997882;0.159437195421937;0.261664749070584;0.109558079939992
"delicious";0.102560520178762;0.19391720708099;0.18281105166397;0.397111657852541;0.493302418356086;0.335750510133845;0.0157061412925744;0.181257239890695;-0.172586210800502;0.0732211319041103
"delighted";0.225970417099336;0.593580292709767;0.22355546867328;0.109922929537449;0.42330508319896;0.135836030252965;0.0584020717153415;0.00995538557176882;0.145962053799598;0.0370211694454638
"delightful";0.511690369072199;0.403630848750115;0.155747409485097;0.299526629226915;0.272094556479606;0.131931448710301;0.0668974005608838;-0.0917292908448257;0.176659363311524;-0.184005430580366
"determined";0.257975740513337;0.185045077110315;0.211544999292188;0.168061763955062;0.357549272132484;0.198241017959074;0.346373885493284;-0.0603353448571135;-0.106913778672385;0.0980760989818143
"different";0.365184431021579;0.405291903185766;0.273265496766739;0.390462555990636;0.176721461964703;0.111117135454575;0.196948522870971;0.0671753530474394;0.160245491984949;0.0801778504044575
"direct";0.123890274838776;0.219646637633257;0.591371038804433;0.100156205347584;0.107529313551497;0.231064174958648;-0.0242699406375331;0.139801097355209;0.099300581531256;-0.104020197310409
"distinctive";-0.0802873952243137;0.0402886199929039;0.256877179106418;-0.0829311331174206;0.116816092912838;-0.0407948739071871;-0.0195259020645674;0.0369286438256785;-0.224388030714617;-0.0768533743030681
"dramatic";0.455290702890268;0.00488338962397667;0.0887633164743955;-0.02296876329382;0.0478254808791557;-0.0757276085327005;-0.129790878857101;-0.116550511122245;-0.0422219028012209;0.171764691967464
"encouraging";0.258133648764175;0.0195916806486363;0.285395239434943;0.227501383617886;0.413301216276154;0.0664594665968122;-0.0365355491806624;0.0905730804835419;-0.000891962682103869;0.0892113788437457
"energetic";0.122093877374517;0.266736850378183;0.152669742639786;0.186581930621582;0.450943093511875;0.146893243296654;-0.153854247166462;-0.0283495826478913;-0.104800637593212;-0.142670990445404
"entertaining";0.371190549753054;0.276349199130484;0.169557990406034;0.0735449090874889;0.157070423420968;-0.128262668859693;0.143869432911065;-0.205404515929439;0.332011073765848;-0.1574013718706
"enthusiastic";-0.0537267446082989;0.201929024450371;0.156157906500597;0.0561043496518153;0.108482778413197;0.0878535852289591;-0.0487017477653644;0.642727761968654;0.154187795423755;0.0658731903576748
"entitled";0.0151936841872681;0.215992220242605;-0.0295258833649619;0.0885078074196756;0.243405599367015;-0.251544376103165;0.00284643927374487;-0.101905603681584;0.0431877048425525;0.350772998113325
"exciting";-0.043356637087944;0.0296315713144179;0.374497266437523;0.208977815896767;0.00918988225845549;-0.106687936002004;0.267096593027502;0.0877871883748405;0.0467251725453803;-0.0807472397292988
"expensive";0.171476413016604;0.264199154183553;0.335156486590383;0.141027863469003;0.422825684041573;0.173111319394534;0.177102960734875;0.0174131935134278;0.128237610567698;0.246425990491918
"extraordinary";0.388731148384893;0.479717190847746;0.408736076029689;0.219866962277505;0.176738863207077;0.091705789337417;0.118752780082388;0.180617626382044;0.200251287021624;0.21835962229243
"extreme";0.436828721449238;0.507265690905315;0.179324876546587;0.145131440047812;0.106411944357086;0.183610844935709;0.061023423740708;0.234610289032608;-0.0971175335283555;-0.069959597205635
"fair";0.35366568469243;0.247920041269523;0.475791710079224;0.30561831850814;0.352651008356536;0.18124304679379;0.129227169834046;0.122203762658263;0.0698856017535526;0.180873736271727
"faithful";0.297977023290561;0.426132960244229;0.310784000590911;0.319587411923244;-0.00662291381126159;0.385033327476332;-0.112433898074517;0.112196615123621;0.185400532435841;0.0444889011768623
"familiar";0.280790282784181;0.366877900095856;0.439988418490608;0.384555577430664;-0.0261919086132593;0.0743478322129531;0.032564045570875;0.290520260527966;-0.0212370437273638;0.0196887113805217
"famous";-0.0710748450100842;0.2731388085924;0.110421304200838;0.0594207669820541;0.133001730418207;0.252192289572292;0.0625876189039347;-0.0941538083105013;0.522409454276599;-0.114498724931047
"fancy";0.0615847143528087;0.066922138262834;0.332853792876984;0.147056082564186;0.523438294283948;0.162992269895878;0.0688951878919583;-0.154239362353384;0.0117098445573073;0.0374532930503465
"fascinating";0.211341314645809;0.227456242390418;0.0105053714611617;0.0252317208902448;-0.166559769876851;0.187710812307512;-0.131624970557512;0.00715612557347308;-0.0235955398041535;0.0818821079050351
"free";0.388431938365318;0.248107255728016;0.501427804469187;0.247695869794172;0.0937370821045871;0.208639248267233;0.0901206550548002;0.127725794516891;0.100472443569197;-0.00351851056712323
"friendly";0.34742001565664;0.606899225250135;0.273369987316288;0.222490453038213;-0.115607421768475;0.0979680604663837;0.143405849542718;0.206821018675012;0.0839283265943764;0.0543161406842156
"funny";0.222574448082408;0.17828515800949;-0.0421577654770668;0.503430195915543;0.382927718605911;0.117365483860273;0.0744479323330469;-0.0383175624629691;0.128144868863674;0.0754642173878005
"generous";0.335462392968816;0.0819312899759303;0.409833744554342;0.267279852219721;0.121478183273256;0.30369069910562;0.084168924457039;0.00157130857990203;0.122868998338823;-0.245052963674498
"gentle";0.264111466398052;0.516269408471226;0.392109330112877;0.211173157691219;0.243937344228641;0.333258240611335;0.140797493014056;0.173056942588719;0.0317280486155716;0.0230086945438791
"genuine";0.324045413115367;-0.0598333577596995;-0.00869150035378843;0.0203023185106604;-0.0117984291285469;0.294987368791513;-0.0789159101287935;-0.104493164958822;0.286459400823126;0.139152859409661
"graceful";0.222589339381759;0.503185564460807;0.297415176362511;0.286953648195291;0.193252829464989;0.292035640165855;0.0798918536133584;-0.091309209623739;0.0645236149578549;0.0812773796255542
"greatest";0.376400790865882;0.199181777222498;0.237304305133115;0.159435986782347;0.450286763245675;0.0427221665689278;0.114568789999553;0.127844995554685;0.41081616022591;-0.0723573501873186
"greedy";0.395357063570914;0.37162460002157;0.338664850190391;0.094872524195348;0.0777659485200507;0.086018393452199;0.293673966021708;0.0400925865295917;-0.0661243034018937;0.00571230543993732
"happier";0.0275377857346498;0.461971090520351;0.338581212777742;0.160827598308371;0.159516971628724;0.140659660295266;0.0900743565247061;0.291623637867187;0.279042126096018;0.155765228774012
"harmless";0.212574822333077;0.130410456741342;0.618154914650614;0.0987954107766708;0.0361394797303164;0.278389442132585;0.14288413959221;0.0787703088825831;0.0209737495006779;0.0325463630598423
"heavenly";0.45686415681365;-0.136185619272096;0.100932447048845;0.0946244346965512;-0.095631528458403;0.0457988173984299;-0.140255052775617;0.271315965682533;0.0565253502984191;-0.0556566987223042
"holy";0.321874706552018;0.0572288720186599;0.659715156210401;-0.00160177761692111;0.157111313167684;0.0746811283998497;-0.0279925625392113;0.0960227885952407;0.210176316746916;-0.0387635449016962
"honest";0.391852207020184;0.464481454558282;0.28460272903836;0.19594285468634;0.175780056506803;0.399420282735154;0.122080350090733;0.0160914239463816;0.0812324650753305;0.0149381381541671
"humble";0.279322861057467;0.463647526371189;0.556433051395166;0.239957709277995;0.050046308422503;0.260710361845385;0.222460689366341;0.0800294910393002;-0.0567577534608152;0.135013353969568
"imposing";0.0491227097235497;0.214279763202265;-0.167461196717612;0.0358422675412976;-0.0978462713512322;-0.120738547107284;0.0665424372325349;0.509770118555442;-0.0133963767641408;-0.0984990977008765
"improper";0.17566376549733;-0.000188298916016975;0.109603690083466;0.102961166661493;0.279167729007953;0.0863082045371964;0.116782237591895;0.306050354293456;0.510709099497473;0.164445398304302
"independent";0.017364063313422;0.452988766698535;0.018802756172349;-0.016361549915876;0.0255645562821096;0.562070037137648;0.0670599200730184;-0.0584844459706914;0.173723420355059;-0.120758845209272
"individual";0.390013278598099;0.0474271435720374;0.00623347950492546;-0.0868923354344037;0.0225716628173065;0.350224459958354;0.150791082504746;0.0375747435610116;0.171906017099118;0.0790815825541063
